ID,FACILITY NAME,LICENSEE,COMPANY,ADDRESS,,latitude,longitude,CITY,POSTAL CODE,PROVINCE,COUNTRY,LHIN,TYPE,HOSPITAL,CLASS,Total,A,B,C,D,Upgraded D,New,Long Stay,Convalescent Care,Respite,ELDCAP,Veterans' Priority Access,Beds in Abeyance (BIA),Designated Specialized Unit,Other,Interim,LS License Expiry,Up for Redev.,MANAGED BY
H11145,GRANDVIEW LODGE / DUNNVILLE,The Corporation Of Haldimand County,The Corporation Of Haldimand County,657 Lock Street West,,,,Dunnville,N1A 1V9,Ontario,Canada,HNHB,Municipal,,New,128,,,,,,128,128,,,,,,,,,Municipal,,
H11594,NORVIEW LODGE,The Corporation Of Norfolk County,The Corporation Of Norfolk County,44 Rob Blake Way,,,,Simcoe,N3Y 0E3,Ontario,Canada,HNHB,Municipal,,New,179,,,,,,179,179,,,,,,,,,Municipal,,
NH1965,BLACKADAR CONTINUING CARE CENTRE,Blackadar Continuing Care Centre Inc.,Blackadar Continuing Care Centre Inc.,101 Creighton Road,"43.2613584, -79.9673258",43.26136,-79.96733,Dundas,L9H 3B7,Ontario,Canada,HNHB,For-Profit,,C,80,,,80,,,,80,,,,,,,,,6/30/2025,Yes,Extendicare Assist
NH2846,HAMPTON TERRACE CARE CENTRE,Unger Nursing Homes Limited,Unger Nursing Homes Limited,75 Plains Road West,,,,Burlington,L7T 1E8,Ontario,Canada,HNHB,For-Profit,,New,101,,,,,,101,101,,,,,,,,,6/30/2035,,
NH4511,UNITED MENNONITE HOME,United Mennonite Home For The Aged,United Mennonite Home For The Aged,4024 Twenty-Third Street,,,,Vineland,L0R 2C0,Ontario,Canada,HNHB,Not-For-Profit,,New,128,,,,,,128,128,,,,,,,,,6/30/2035,,
Unknown,HARDY TERRACE,Verve Senior Living,Verve Senior Living,612 Mount Pleasant Road,,,,Brantford,N3T 5L5,Ontario,Canada,HNHB,For-Profit,,,101,,,,,,,,,,,,,,,,6/30/2022,,
NH1547,CHARTWELL NIAGARA LONG TERM CARE RESIDENCE,Chartwell Master Care LP,Chartwell,120 Wellington Street,"33.7519387, -84.4380157",33.75194,-84.43802,Niagara-On-The-Lake,L0S 1J0,Ontario,Canada,HNHB,For-Profit,,C,124,,,124,,,,124,,,,,,,,,6/30/2025,Yes,
H11159,LINHAVEN,The Regional Municipality Of Niagara,Municipality Of Niagara,403 Ontario Street,,,,St. Catharines,L2N 1L5,Ontario,Canada,HNHB,Municipal,,B / New,248,,226,,,,22,200,20,2,,3,6,,17,,Municipal,Yes,
NH4375,ALEXANDER PLACE,Waterdown Long Term Care Centre Inc.,Waterdown Long Term Care Inc.,329 Parkside Drive,,,,Waterdown,L0R 2H0,Ontario,Canada,HNHB,For-Profit,,New,128,,,,,,128,126,,2,,,,,,,6/30/2035,,
NH4300,CHARTWELL WENLEIGH LONG TERM CARE RESIDENCE,Regency LTC Operating Limited Partnership on behalf of Regency Operator GP Inc. as General Partner,Chartwell,2065 Leanne Boulevard,,,,Mississauga,L5K 2L6,Ontario,Canada,Mississauga Halton,For-Profit,,A,161,161,,,,,,161,,,,,,,,,6/30/2030,,
54443,CHARTWELL WATERFORD LONG TERM CARE RESIDENCE,Regency LTC Operating Limited Partnership on behalf of Regency Operator GP Inc. as General Partner,Chartwell,2140 Baronwood Drive,,,,Oakville,L6M 4V6,Ontario,Canada,Mississauga Halton,For-Profit,,A,168,168,,,,,,168,,,,,,,,,Unknown,,
54495,CHARTWELL WESTBURY LONG TERM CARE RESIDENCE,Regency LTC Operating Limited Partnership on behalf of Regency Operator GP Inc. as General Partner,Chartwell,495 The West Mall,,,,Etobicoke,M9C 5S3,Ontario,Canada,Mississauga Halton,For-Profit,,A,187,,,,,,,187,,,,,,,,,6/30/2035,,
H14453,WESBURN MANOR,Toronto Long-Term Care Homes And Services,City of Toronto,400 The West Mall,,,,Etobicoke,M9C 5S1,Ontario,Canada,Mississauga Halton,Municipal,,New,192,,,,,,192,191,,1,,,,,,,Municipal,,
NH4445,CAWTHRA GARDENS LIMITED PARTNERSHIP,Delcare LTC Inc.,Delcare LTC Inc.,590 Lolita Gardens,,,,Mississauga,L5A 4N8,Ontario,Canada,Mississauga Halton,For-Profit,,A,192,192,,,,,,189,,,,3,,,,,6/30/2035,,Chartwell Seniors Housing Reit
NH2884,EXTENDICARE MISSISSAUGA,Extendicare (Canada) Inc.,Extendicare,855 John Watt Boulevard,,,,Mississauga,L5W 1G2,Ontario,Canada,Mississauga Halton,For-Profit,,New,140,,,,,,140,140,,,,,,,,,6/30/2030,,
NH4410,EXTENDICARE HALTON HILLS,Extendicare (Canada) Inc.,Extendicare,9 Lindsay Court,,,,Georgetown,L7G 6G9,Ontario,Canada,Mississauga Halton,For-Profit,,New,130,,,,,,130,130,,,,,,,,,6/30/2030,,
53303,CLARION NURSING HOME,Clarion Nursing Homes Limited,Clarion Nursing Homes Limited,337 Highway #8,"43.37116049999999, -80.9724868",43.37116,-80.97249,Stoney Creek,L8G 1E7,Ontario,Canada,HNHB,For-Profit,,C,100,,,100,,,,100,,,,,,,,,6/30/2025,Yes,
54449,WYNDHAM MANOR LONG TERM CARE CENTRE,Halton Healthcare Ltc Inc.,Halton Healthcare Ltc Inc.,291 Reynolds Street,,,,Oakville,L6J 3L5,Ontario,Canada,Mississauga Halton,Not-For-Profit,,A,128,128,,,,,,128,,,,,,,,,6/30/2035,,Extendicare Assist
NH4348,LABDARA LITHUANIAN NURSING HOME,Labdara Foundation,Labdara Foundation,5 Resurrection Road,,,,Toronto,M9A 5G1,Ontario,Canada,Mississauga Halton,Not-For-Profit,,A,90,90,,,,,,90,,,,,,,,,6/30/2035,,Assured Care Consulting Inc.
NH1535,CRESCENT PARK LODGE,955464 Ontario Ltd,Conmed Health Care Group,4 Hagey Avenue,"42.9104404, -78.9232054",42.91044,-78.92321,Fort Erie,L2A 5M5,Ontario,Canada,HNHB,For-Profit,,C,68,,,68,,,,66,,2,,,,,,,6/30/2025,Yes,
NH2855,VILLA FORUM,Villa Forum,Mississauga Italian Canadian Benevolent Association,175 Forum Drive,,,,Mississauga,L4Z 4E5,Ontario,Canada,Mississauga Halton,Not-For-Profit,,A,160,,,,,,,,,,,,,,,,Unknown,,Chartwell Seniors Housing Reit
H11165,ALLENDALE,Regional Municipality of Halton,Municipality of Halton,185 Ontario Street South,,,,Milton,L9T 2M4,Ontario,Canada,Mississauga Halton,Municipal,,A,200,200,,,,,,199,,1,,,,,,,Municipal,,
NH2838,DELHI LONG TERM CARE CENTRE,Delhi Nursing Home Ltd.,Delhi Nursing Home Ltd.,750 Gibraltar Street,#ERROR!,#ERROR!,,Delhi,N4B 3B3,Ontario,Canada,HNHB,For-Profit,,C,60,,,60,,,,60,,,,,,,,,6/30/2025,Yes,
HF4491,POST INN VILLAGE,The Regional Municipality Of Halton,Municipality Of Halton,203 Georgian Drive,,,,Oakville,L6H 7H9,Ontario,Canada,Mississauga Halton,Municipal,,A,228,228,,,,,,211,17,,,,,,,,Municipal,,
Unknown,SENIORS' HEALTH CENTRE,North York General Hospital,North York General Hospital,2 Buchan Court,,,,North York,M2J 5A3,Ontario,Canada,Central,Not-For-Profit,,B,192,,145,,,,,,,,,,,,,,6/30/2030,Yes,
NH1555,EXTENDICARE ST. CATHARINES,Extendicare (Canada) Inc.,Extendicare,283 Pelham Road,"43.1300161, -79.2585423",43.13002,-79.25854,St. Catharines,L2S 1X7,Ontario,Canada,HNHB,For-Profit,,C,152,,,152,,,,152,,,,,,,,1,6/30/2025,Yes,
NH3409,GRACE VILLA NURSING HOME,Grace Villa Limited,Grace Villa Limited,45 Lockton Crescent,"43.2114678, -79.8470931",43.21147,-79.84709,Hamilton,L8V 4V5,Ontario,Canada,HNHB,For-Profit,,C,184,,,184,,,,184,,,,,,,,,6/30/2025,Yes,
NH1545,OAKWOOD PARK LODGE,Maryban Holdings Ltd,Maryban Holdings Ltd,6747 Oakwood Drive,"43.077209, -79.1179393",43.07721,-79.11794,Niagara Falls,L2E 6S5,Ontario,Canada,HNHB,For-Profit,,C,153,,,153,,,,151,,2,,,,,,,6/30/2025,Yes,
H13534,UPPER CANADA LODGE,The Regional Municipality Of Niagara,Municipality Of Niagara,272 Wellington Street,"43.2502043, -79.06946420000001",43.25020,-79.06946,Niagara-On-The-Lake,L0S 1J0,Ontario,Canada,HNHB,Municipal,,C,80,,,80,,,,80,,,,,,,,,Municipal,Yes,
NH3712,WILDWOOD CARE CENTRE INC.,Omni Health Care Group,OMNI,100 Ann Street,,,,St. Marys,N4X 1A1,Ontario,Canada,South West,For-Profit,,B,60,,60,,,,,60,,,,,,,,,6/30/2025,Yes,
H13533,GILMORE LODGE,The Regional Municipality Of Niagara,Municipality Of Niagara,50 Gilmore Road,"42.2747141, -71.54510909999999",42.27471,-71.54511,Fort Erie,L2A 2M1,Ontario,Canada,HNHB,Municipal,,C,80,,,80,,,,80,,,,,,,,,Municipal,Yes,
NH1585,"NIAGARA HEALTH SYSTEM, WELLAND HOSPITAL SITE, EXTENDED CARE UNIT",Niagara Health System,Niagara Health System,155 Ontario Street,"42.6659335, -73.7766287",42.66593,-73.77663,St. Catharines,L2R 5K3,Ontario,Canada,HNHB,Not-For-Profit,,C,75,,,75,,,,75,,,,,,,,40,6/30/2035,Yes,
H11735,SHERIDAN VILLA,The Regional Municipality Of Peel,Municipality Of Peel,2460 Truscott Drive,,,,Mississauga,L5J 3Z8,Ontario,Canada,Mississauga Halton,Municipal,,A,142,142,,,,,,142,,,,,,,,,Municipal,,
NH1156b,WELLINGTON PARK CARE CENTRE,Rykka Care Centres LP,Responsive Health Management Inc.,802 Hager Avenue,"43.3313832, -79.8120331",43.33138,-79.81203,Burlington,L7S 1X2,Ontario,Canada,HNHB,For-Profit,,C,132,,,132,,,,113,19,,,,,,,,6/30/2025,Yes,
NH3645b,ANSON PLACE CARE CENTRE,Rykka Care Centres LP,Responsive Health Management Inc.,85 Main Street North,"30.3273255, -81.6575034",30.32733,-81.65750,Hagersville,N0A 1H0,Ontario,Canada,HNHB,For-Profit,,C,60,,,60,,,,60,,,,,,,,1,6/30/2025,Yes,
NH3401b,DUNDURN PLACE CARE CENTRE,Rykka Care Centres LP,Responsive Health Management Inc.,39 Mary Street,"43.2564179, -79.8639397",43.25642,-79.86394,Hamilton,L8R 3L8,Ontario,Canada,HNHB,For-Profit,,C,201,,,201,,,,168,28,2,,3,,,,,6/30/2025,Yes,
NH3446,PINE VILLA CARE CENTRE,Rykka Care Centres LP,Responsive Health Management Inc.,490 Highway #8,"43.2164086, -79.7160398",43.21641,-79.71604,Stoney Creek,L8G 1G6,Ontario,Canada,HNHB,For-Profit,,C,38,,,38,,,,38,,,,,,,,3,6/30/2025,Yes,
NH3315,BRIERWOOD GARDENS,Revera Long Term Care Inc.,Revera,425 Park Road North,"43.1785314, -80.2474737",43.17853,-80.24747,Brantford,N3R 7G5,Ontario,Canada,HNHB,For-Profit,,C,79,,,79,,,,79,,,,,,,,,6/30/2025,Yes,
NH1561,GARDEN CITY MANOR,Revera Long Term Care Inc.,Revera,168 Scott Street,"43.18089810000001, -79.2489379",43.18090,-79.24894,St. Catharines,L2N 1H2,Ontario,Canada,HNHB,For-Profit,,C,200,,,200,,,,198,,2,,,,,,,6/30/2025,Yes,
NH3410,TELFER PLACE,Revera Long Term Care Inc.,Revera,245 Grand River Street North,"43.2072087, -80.3865058",43.20721,-80.38651,Paris,N3L 3V8,Ontario,Canada,HNHB,For-Profit,,C,45,,,45,,,,45,,,,,,,,,6/30/2025,Yes,
NH2870,WEST OAK VILLAGE,"AXR Operating (National) LP, by its general partners (""AXR"")",Revera,2370 Third Line,,,,Oakville,L6M 4E2,Ontario,Canada,Mississauga Halton,For-Profit,,New,133,,,,,,133,133,,,,,,,,,6/30/2030,,
NH3558,PLEASANT MEADOW MANOR,0760444 B.C. Ltd As General Partner on behalf of OMNI Health Care Limited Partnership ,OMNI,99 Alma Street,,,,Norwood,K0L 2V0,Ontario,Canada,Central East,For-Profit,,B,61,,61,,,,,61,,,,,,,,,6/30/2025,Yes,
NH1536,KILEAN LODGE,Revera Long Term Care Inc.,Revera,83 Main Street East,#ERROR!,#ERROR!,,Grimsby,L3M 1N6,Ontario,Canada,HNHB,For-Profit,,C,50,,,50,,,,49,,1,,,,,,,6/30/2025,Yes,
NH1588,DOVER CLIFFS,Revera Long Term Care Inc.,Revera,501 St George Street,"37.7934245, -121.9636858",37.79342,-121.96369,Port Dover,N0A 1N0,Ontario,Canada,HNHB,For-Profit,,C,70,,,70,,,,70,,,,,,,,,6/30/2025,Yes,
NH2862,NORTHRIDGE LONG TERM CARE,"AXR Operating (National) LP, by its general partners (""AXR"")",Revera,496 Postridge Drive,,,,Oakville,L6H 7A2,Ontario,Canada,Mississauga Halton,For-Profit,,A,133,133,,,,,,128,,,,5,,,,,6/30/2030,,
NH3636,PARK LANE TERRACE,Park Lane Terrace Limited,Park Lane Terrace Limited,295 Grand River Street North,,,,Paris,N3L 2N9,Ontario,Canada,HNHB,For-Profit,,B / New,132,,60,,,,72,132,,,,,,,,,6/30/2025,Yes,
NH2881,THE VILLAGE OF ERIN MEADOWS,Schlegel Villages Inc.,Schlegel Villages Inc.,2930 Erin Centre Boulevard,,,,Mississauga,L5M 7M4,Ontario,Canada,Mississauga Halton,For-Profit,,A,180,180,,,,,,180,,,,,,,,,6/30/2035,,
NH4508,SILVERTHORN CARE COMMUNITY,Vigour Limited Partnership on behalf of Vigour General Partner Inc.,Sienna Senior Living,4350 Mississauga Road,,,,Mississauga,L5M 7C8,Ontario,Canada,Mississauga Halton,For-Profit,,A,160,160,,,,,,160,,,,,,,,,6/30/2030,,
54760,MCCALL CENTRE LTC INTERIM UNIT,Trillium Health Partners,Trillium Health Partners,140 Sherway Drive,,,,ETOBICOKE,M9C 1A4,Ontario,Canada,Mississauga Halton,Not-For-Profit,Yes,,21,,,,,,,,,,,,,,,21,Unknown,,Extendicare Assist
NH4458,YEE HONG CENTRE - MISSISSAUGA,Yee Hong Centre For Geriatric Care,Yee Hong Centre For Geriatric Care,5510 Mavis Road,,,,Mississauga,L5V 2X5,Ontario,Canada,Mississauga Halton,Not-For-Profit,,A,200,200,,,,,,199,,1,,,,,,,6/30/2035,,
NH3259,HAMILTON CONTINUING CARE,Schlegel Villages Inc.,Schlegel Villages Inc.,125 Wentworth Street South,"43.247864, -79.8505255",43.24786,-79.85053,Hamilton,L8N 2Z1,Ontario,Canada,HNHB,For-Profit,,C,64,,,64,,,,64,,,,,,,,,6/30/2025,Yes,
Unknown,MEAFORD LONG TERM CARE CENTRE,Peoplecare Inc.,Peoplecare Inc.,135 William Street,,,,Meaford,N4L 1T4,Ontario,Canada,South West,For-Profit,,B,77,,,,,,,,,,,,,,,,6/30/2025,,
54746,ALGOMA MANOR NURSING HOME,Algoma Manor Nursing Home,Algoma Manor Nursing Home,145 Dawson Street,,,,Thessalon,P0R 1L0,Ontario,Canada,North East,Not-For-Profit,,A,96,96,,,,,,95,,1,,,,,,,Unknown,,Sienna Senior Living
Unknown,ROSEDALE CENTRE,Bingham Memorial Hospital,Bingham Memorial Hospital,507- 8th Avenue,,,,Matheson,P0K 1N0,Ontario,Canada,North East,Not-For-Profit,Hospital,,20,,,,,,,20,,,,,,,,,Unknown,,
NH1554,WEST PARK HEALTH CENTRE,CVH (No. 1) LP,Southbridge,103 Pelham Road,"43.0380616, -76.0705783",43.03806,-76.07058,St Catharines,L2S 1S9,Ontario,Canada,HNHB,For-Profit,,C,101,,,101,,,,91,,2,,,8,,,,6/30/2025,Yes,Extendicare Assist
NH5708,PLEASANT MANOR RETIREMENT VILLAGE,Pleasant Manor Retirement Village,Pleasant Manor Retirement Village,15 Elden Street,,,,Virgil,L0S 1T0,Ontario,Canada,HNHB,Not-For-Profit,,B,41,,41,,,,,29,12,,,,,,,,6/30/2025,Yes,
NH2023,KING CITY LODGE NURSING HOME,Poranganel Holdings Limited,Poranganel Holdings Limited,146 Fog Road,,,,King City,L7B 1A3,Ontario,Canada,Central,For-Profit,,B,36,,36,,,,,36,,,,,,,,,6/30/2025,Yes,
54423,NORTH SHORE HEALTH NETWORK – LTC UNIT,Blind River District Health Centre,Blind River District Health Centre,525 Causley Street,,,,Blind River,P0R 1B0,Ontario,Canada,North East,Not-For-Profit,,A,32,32,,,,,,22,,,10,,,,,,Unknown,,
Unknown,THE BIGNUCOLO RESIDENCE,Chapleau Health Services,Chapleau Health Services,6 Broomhead Road,,,,Chapleau,P0M 1K0,Ontario,Canada,North East,Not-For-Profit,Yes,,18,,,,,,,,,,,,,,,,Unknown,,
H21108,PROVIDENCE MANOR,Providence Care Centre,Providence Care Centre,275 Sydenham Street,,,,Kingston,K7K 1G7,Ontario,Canada,South East,Not-For-Profit,,A / B,243,114,129,,,,,237,,2,,4,,,,,6/30/2025,Yes,
H21546,R. H. LAWSON EVENTIDE HOME,The Hon. Ray and Helen Lawson Eventide Home,The Governing Council Of The Salvation Army In Canada,5050 Jepson Street,"43.0997382, -79.0774807",43.09974,-79.07748,Niagara Falls,L2E 1K5,Ontario,Canada,HNHB,Not-For-Profit,,C,101,,,101,,,,100,,1,,,,,,,6/30/2025,Yes,
H1237,BELVEDERE HEIGHTS,Board Of Management Of The District Of Parry Sound West,District Of Parry Sound West,21 Belvedere Avenue,,,,Parry Sound,P2A 2A2,Ontario,Canada,North East,Municipal,,A,101,101,,,,,,96,,,,5,,,,,Municipal,,
H12144,EASTHOLME HOME FOR THE AGED,East District Of Parry Sound Home For The Aged,East District Of Parry Sound Home For The Aged,62 Big Bend Avenue,,,,Powassan,P0H 1Z0,Ontario,Canada,North East,Municipal,,A,128,128,,,,,,125,,1,,2,,,,,Municipal,,
NH2932,ESPANOLA GENERAL HOSPITAL (OPERATING AS ESPANOLA NURSING HOME-LTC),Espanola General Hospital,Espanola General Hospital,825 Mckinnon Drive,,,,Espanola,P5E 1R4,Ontario,Canada,North East,Not-For-Profit,,A,32,32,,,,,,32,,,,,,,,,20 years,,
NH4772,EXTENDICARE MAPLE VIEW OF SAULT STE. MARIE,Extendicare (Canada) Inc.,Extendicare,650 Northern Avenue,,,,Sault Ste. Marie,P6B 4J3,Ontario,Canada,North East,For-Profit,,A,256,256,,,,,,256,,,,,,,,,4/14/2038,,
NH1593,THE NORFOLK HOSPITAL NURSING HOME,The Norfolk Hospital Nursing Home,The Norfolk Hospital Nursing Home,365 West Street,"43.8429364, -88.85590789999999",43.84294,-88.85591,Simcoe,N3Y 1T7,Ontario,Canada,HNHB,Not-For-Profit,,C,80,,,80,,,,78,,,,2,,,,,6/30/2025,Yes,
NH3251,PARKVIEW NURSING CENTRE,The Parkview Health Care,The Parkview Health Care,545 King Street West,"43.6442169, -79.39868600000001",43.64422,-79.39869,Hamilton,L8P 1C1,Ontario,Canada,HNHB,For-Profit,,C,126,,,126,,,,126,,,,,,,,,6/30/2025,Yes,
NH3265,TUFFORD NURSING HOME,Unger Nursing Homes Limited,Unger Nursing Homes Limited,312 Queenston Street,"43.1595695, -79.2184496",43.15957,-79.21845,St Catharines,L2P 2X4,Ontario,Canada,HNHB,For-Profit,,C,64,,,64,,,,64,,,,,,,,,6/30/2025,Yes,
NH2100,EXTENDICARE TIMMINS,Extendicare (Canada) Inc.,Extendicare,62 St-Jean Avenue,,,,Timmins,P4R 0A6,Ontario,Canada,North East,For-Profit,,New,180,,,,,,180,180,,,,,,,,,10/19/2038,,
53917,MISSISSAUGA LONG TERM CARE FACILITY,Mississauga Long Term Care Facility Inc.,Mississauga Long Term Care Facility Inc.,26 Peter Street North,"43.5496953, -79.5909398",43.54970,-79.59094,Mississauga,L5H 2G7,Ontario,Canada,Mississauga Halton,For-Profit,,C,55,,,55,,,,55,,,,,,,,,7/1/2020,Yes,
NH1729b,COOKSVILLE CARE CENTRE,Rykka Care Centres LP,Responsive Health Management Inc.,55 The Queensway West,"43.57327919999999, -79.60978539999999",43.57328,-79.60979,Mississauga,L5B 1B5,Ontario,Canada,Mississauga Halton,For-Profit,,C,192,,,192,,,,164,28,,,,,,,,6/30/2025,Yes,
NH1305b,EATONVILLE CARE CENTRE,Rykka Care Centres LP,Responsive Health Management Inc.,420 The East Mall,"43.6474912, -79.560599",43.64749,-79.56060,Etobicoke,M9B 3Z9,Ontario,Canada,Mississauga Halton,For-Profit,,C,247,,,247,,,,247,,,,,,,,,6/30/2025,Yes,
NH3337c,ERIN MILLS LODGE NURSING HOME,Schlegel Villages Inc.,Schlegel Villages Inc.,2132 Dundas Street West,"43.5347376, -79.6673575",43.53474,-79.66736,Mississauga,L5K 2K7,Ontario,Canada,Mississauga Halton,For-Profit,,C,86,,,86,,,,86,,,,,,,,,6/30/2025,Yes,
NH1968b,ORCHARD TERRACE CARE CENTRE,Rykka Care Centres LP,Responsive Health Management Inc.,199 Glover Road,,,,Stoney Creek,L8E 5J2,Ontario,Canada,HNHB,For-Profit,,B,45,,45,,,,,45,,,,,,,,,6/30/2025,Yes,
NH1457,TYNDALL NURSING HOME,Tyndall Seniors Villages Inc.,Sharon Village Care Homes,1060 Eglinton Avenue East,"43.6283445, -79.6274452",43.62834,-79.62745,Mississauga,L4W 1K3,Ontario,Canada,Mississauga Halton,For-Profit,,C,151,,,151,,,,151,,,,,,,,,6/30/2025,Yes,
NH1727,CAMILLA CARE COMMUNITY,Vigour Limited Partnership on behalf of Vigour General Partner Inc.,Sienna Senior Living,2250 Hurontario Street,"43.5731641, -79.60708749999999",43.57316,-79.60709,Mississauga,L5B 1M8,Ontario,Canada,Mississauga Halton,For-Profit,,C,237,,,237,,,,237,,,,,,,,,6/30/2025,Yes,
NH1730,STREETSVILLE CARE COMMUNITY,Vigour Limited Partnership on behalf of Vigour General Partner Inc.,Sienna Senior Living,1742 Bristol Road West,"43.5821184, -79.7053401",43.58212,-79.70534,Mississauga,L5M 1X9,Ontario,Canada,Mississauga Halton,For-Profit,,C,118,,,118,,,,118,,,,,,,,,6/30/2025,Yes,
NH2205,NORTHVIEW NURSING HOME,Conmed Health Care Group,Conmed Health Care Group,77 River Road,"40.8277664, -74.1375122",40.82777,-74.13751,Englehart,P0J 1H0,Ontario,Canada,North East,For-Profit,,C,48,,,48,,,,47,,1,,,,,,,6/30/2020,Yes,
NH52086,EXTENDICARE KAPUSKASING,Extendicare (Canada) Inc.,Extendicare,45 Ontario Street,"42.6702916, -73.7722623",42.67029,-73.77226,Kapuskasing,P5N 2Y5,Ontario,Canada,North East,For-Profit,,C,60,,,60,,,,58,,1,,1,,,,1,6/30/2025,Yes,
NH2209,EXTENDICARE KIRKLAND LAKE,Extendicare (Canada) Inc.,Extendicare,155 Government Road East,"48.1557381, -80.0184488",48.15574,-80.01845,Kirkland Lake,P2N 3P4,Ontario,Canada,North East,For-Profit,,C,100,,,100,,,,96,,2,,2,,,,,6/30/2025,Yes,
52073,EXTENDICARE VAN DAELE SAULT ST. MARIE,Extendicare (Canada) Inc.,Extendicare,39 Van Daele Street,"46.5295701, -84.32470529999999",46.52957,-84.32471,Sault Ste. Marie,P6B 4V3,Ontario,Canada,North East,For-Profit,,C,100,,,100,,,,86,12,2,,,,,,,6/30/2025,Yes,
NH2157,EXTENDICARE FALCONBRIDGE,Extendicare (Canada) Inc.,Extendicare,281 Falconbridge Road,"46.50716389999999, -80.93750059999999",46.50716,-80.93750,Sudbury,P3A 5K4,Ontario,Canada,North East,For-Profit,,C,234,,,234,,,,229,,2,,3,,,,,6/30/2025,Yes,
100731,F. J. DAVEY HOME,F. J. Davey Home,F. J. Davey Home,733 Third Line East,,,,Sault Ste. Marie,P6A 7C1,Ontario,Canada,North East,Not-For-Profit,,A,381,374,,,,,,374,,,,7,,,,,Unknown,,Extendicare Assist
NH4271,FINLANDIA HOIVAKOTI NURSING HOME LIMITED,Finlandia Nursing Home Limited,Finlandia Nursing Home Limited,233 Fourth Avenue,,,,Sudbury,P3B 4C3,Ontario,Canada,North East,For-Profit,,A,113,113,,,,,,110,,2,,,,,1,2,Unknown,,
NH2206,EXTENDICARE TRI-TOWN,Extendicare (Canada) Inc.,Extendicare,143 Bruce Street,"40.9123889, -73.89606979999999",40.91239,-73.89607,Haileybury,P0J 1K0,Ontario,Canada,North East,For-Profit,,C,60,,,60,,,,59,,1,,,,,,,6/30/2025,Yes,
NH2172,EXTENDICARE YORK,Extendicare (Canada) Inc.,Extendicare,333 York Street,"40.718126, -74.049339",40.71813,-74.04934,Sudbury,P3E 5J3,Ontario,Canada,North East,For-Profit,,C,288,,,288,,,,262,24,2,,,,,,,6/30/2025,Yes,
NH2924,MANITOULIN LODGE,Jarlette Health Services,Jarlette,3 Main Street,"43.1807391, -95.85330069999999",43.18074,-95.85330,Gore Bay,P0P 1H0,Ontario,Canada,North East,For-Profit,,C,61,,,61,,,,56,2,1,,2,,,,1,6/30/2025,Yes,
NH2128b,WATERS EDGE CARE COMMUNITY,Sienna Senior Living,Sienna Senior Living,401 William Street,"40.2046736, -74.7383475",40.20467,-74.73835,North Bay,P1A 1X5,Ontario,Canada,North East,For-Profit,,C,148,,,148,,,,142,6,,,,,,,,6/30/2025,Yes,
H12134,AU CHATEAU,The Board of Management Of The District Of Nipissing West,The Board of Management Of The District Of Nipissing West,100 Michaud Street,"46.3720255, -79.9205815",46.37203,-79.92058,Sturgeon Falls,P2B 2Z4,Ontario,Canada,North East,Municipal,,C,162,,,162,,,,160,,2,,,,,,,Municipal,Yes,
NA,WIKWEMIKONG NURSING HOME,Wikwemikong Nursing Home Limited,Wikwemikong Nursing Home Limited,2281 Wikwemikong Way,"45.8030348, -81.7235407",45.80303,-81.72354,Wikwemikong,P0P 2J0,Ontario,Canada,North East,Not-For-Profit,,C,59,,,59,,,,57,,2,,,,,,,6/30/2025,Yes,
NH4498,FOYER DES PIONNIERS,Foyer Hearst - Mattice - Soins De Sante,Foyer Hearst - Mattice - Soins De Sante,67 15th Street,,,,Hearst,P0L 1N0,Ontario,Canada,North East,Not-For-Profit,,A,67,67,,,,,,65,,1,,1,,,,,Unknown,,
NH3261,FAIRVERN NURSING HOME,Huntsville District Nursing Home Inc.,Huntsville District Nursing Home Inc.,14 Mill Street,"45.2252355, -76.19759479999999",45.22524,-76.19759,Huntsville,P1H 2A4,Ontario,Canada,North Simcoe Muskoka,Not-For-Profit,,C,76,,,76,,,,73,,,,3,,,,,6/30/2025,Yes,
NH3264,SARA VISTA,Revera Long Term Care Inc.,Revera,27 Simcoe Street,"43.898369, -78.86369859999999",43.89837,-78.86370,Elmvale,L0L 1P0,Ontario,Canada,North Simcoe Muskoka,For-Profit,,C,60,,,60,,,,59,,1,,,,,,,6/30/2025,Yes,
NH1847,OAK TERRACE,Revera Long Term Care Inc.,Revera,291 Mississaga Street West,"44.6030154, -79.4312614",44.60302,-79.43126,Orillia,L3V 3B9,Ontario,Canada,North Simcoe Muskoka,For-Profit,,C,94,,,94,,,,94,,,,,,,,,6/30/2025,Yes,
Unknown,HORNEPAYNE COMMUNITY HOSPITAL,Hornepayne Community Hospital,Hornepayne Community Hospital,278 Front Street,,,,Hornepayne,P0M 1Z0,Ontario,Canada,North East,Not-For-Profit,,,12,,,,,,,,,,,,,,,,Unknown,,
NH4376,ELIZABETH CENTRE,Jarlette Health Services,Jarlette,2100 Main Street,,,,Val Caron,P3N 1S7,Ontario,Canada,North East,For-Profit,,A,128,128,,,,,,126,,2,,,,,,,6/30/2030,,
NH1821,COLEMAN CARE CENTRE,Schlegel Villages,Schlegel Villages Inc.,140 Cundles Road West,"44.4011104, -79.7153604",44.40111,-79.71536,Barrie,L4N 9X8,Ontario,Canada,North Simcoe Muskoka,For-Profit,,C,112,,,112,,,,107,,,,5,,,,,6/30/2025,Yes,
