,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Measure ID,Application Nos,Application Stage,Application Status,Measure Code,Measure Category,Measure Type,Measure Name,Quantity,Is it Retrofit or New Construction?,Is it a New PV System or an Expansion of an Existing System?,Status of Interconnection Application,Latitude,Longitude,DC System Size (kW),Module Type,Array Type,Modelled Total System Losses (%),Tilt (deg),Azimuth (deg),Retail Electricity Rate ($/kWh),January AC Energy (kWh),February AC Energy (kWh),March AC Energy (kWh),April AC Energy (kWh),May AC Energy (kWh),June AC Energy (kWh),July AC Energy (kWh),August AC Energy (kWh),September AC Energy (kWh),October AC Energy (kWh),November AC Energy (kWh),December AC Energy (kWh),Total Annual AC Energy (kWh),Applicant Comments,Total Emissions Reduction,Total Electricity Savings,Equipment & Material Costs,Labour Cost,Design Cost,Total Cost,Actual Equipment & Material Costs,Actual Labour Cost,Actual Design Cost,Actual Total Cost,Measure Incentive,Applicable Measure Incentive,Maximum Eligible Measure Incentive,Total Eligible Measure Incentive,Maximum Applicable Measure Incentive,Total Applicable Measure Incentive,Application Stage : Application Status,AC_CALC,Comment
305,305,305,305,305,305,305,j3hWWOu812CvBqT4Tl8h,ESB-10913,Pre-Approval,Application Draft Approved,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,49.6653466,-112.7950621,117.9,Premium,Fixed - Roof Mount,25,5,162.95312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.09,0,2400,2400,0,4800,0,0,0,0,720,0,1200,720,0,0,Pre-Approval : Application Draft Approved,115277.4,
306,306,306,306,306,306,306,jDIGpDUjzOlgIMeIqKMw,ESB-10246,Post-Project,Application Under Review,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,52.019852,-114.504408,15.48,Standard,Fixed - Roof Mount,21,15,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.81,0,397.92,228,0,625.92,0,0,0,0,240,0,156.48,156.48,0,0,Post-Project : Application Under Review,15594.3,
307,307,307,307,307,307,307,jRvlkISRy9YNg4cNOaIs,ESB-10932,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,49.930631,-111.231363,290.25,Premium,Fixed - Open Rack,5,35,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38,0,5000,500,250,5750,0,0,0,0,129,0,2875,129,0,0,Pre-Approval : Application Submitted,429910.2,
308,308,308,308,308,308,308,jUaoHublKbiVxKyF2eqQ,ESB-10085,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,51.07132,-113.99725,203.81,Standard,Fixed - Roof Mount,13.2,10,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607.45,0,52975,25000,0,77975,0,0,0,0,6900,0,19493.75,6900,0,0,Pre-Approval : Application Submitted,231958.1,
309,309,309,309,309,309,309,jmjUyPRbCenHrMg6tlCQ,ESB-10042,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,51.088448,-115.344974,57.8,Standard,Fixed - Roof Mount,13.2,30,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603.57,0,18590,12215,0,30805,18590,12215,0,30805,7700,7700,7701.25,7700,7701.25,7700,Pre-Approval : Application Submitted,60178.2,
310,310,310,310,310,310,310,k3obb9nAsB5gaOpuHSTc,ESB-10324,Payment,Incentive Payment in Progress,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,53.39006782,-113.5093578,697.2,Premium,Fixed - Roof Mount,38.3,15,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,0,437.07,80.01,51,568.08,0,0,0,0,36,0,142.02,36,0,0,Payment : Incentive Payment in Progress,544920.8,
311,311,311,311,311,311,311,k7iMKY3Tj87KSU7B0qjE,ESB-10928,Payment,Incentive Payment in Progress,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,49.467971,-112.694979,15.6,Standard,Fixed - Open Rack,25,30,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.23,0,2062.2,1519.5,0,3581.7,0,0,0,0,900,0,895.425,895.42,0,0,Payment : Incentive Payment in Progress,17902.8,
312,312,312,312,312,312,312,kCmOVt3GRRnGjAr7Jck0,ESB-11466,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,51.241476,-110.702626,18.17,Standard,Fixed - Open Rack,12,35,180,0.16,16868,23292,36901,48215,56590,58737,64049,53175,42724,30125,18739,16233,465648,"$/kWh listed is based on the delivered cost of power obtained from the customer's bills. Thank you for taking the time to review, looking forward to your response! ",3944,0,487807.62,147627.62,14864.76,650300,0,0,0,0,180900,0,162575,162575,0,0,Pre-Approval : Application Submitted,23821.9,
313,313,313,313,313,313,313,kZ8g1aIlFkFlPs0dHx81,ESB-11506,Pre-Approval,Application Submitted,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,New PV System,0,50.717061,-112.062771,11.04,Standard,Fixed - Open Rack,8,35,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,40000,30000,2000,72000,0,0,0,0,0,0,0,36000,0,0,Pre-Approval : Application Submitted,15050.9,
314,314,314,314,314,314,314,ko6wNpaqMvxRqphIvjbC,ESB-11483,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,53.5039399,-113.4905926,93.6,Standard,Fixed - Roof Mount,20,10,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93,0,205.8,364.34,19.53,589.67,0,0,0,0,60,0,147.4175,60,0,0,Pre-Approval : Application Submitted,91956.9,
315,315,315,315,315,315,315,kpLhGA1L7mMoroiFL8kJ,ESB-10668,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,49.993321,-110.840714,18,Standard,Fixed - Open Rack,88.4,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000,50000,10000,460000,0,0,0,0,119000,0,230000,119000,0,0,Pre-Approval : Application Submitted,2925.3,
316,316,316,316,316,316,316,ksFkZB7aJx3TiY6JVLD7,ESB-11147,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,51.17483497,-115.5705485,62.7,Standard,Fixed - Roof Mount,18,20,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.65,0,3655.56,3280,0,6935.56,3655.56,3280,0,6935.56,1680,1680,1733.89,1680,1733.89,1680,Pre-Approval : Application Submitted,68318.7,
317,317,317,317,317,317,317,kxHBdGOwL9qmNDcNohzM,ESB-11296,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,51.765389,-111.587817,38.64,Standard,Fixed - Open Rack,8,35,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498.56,0,19656,20644,7362.81,47662.81,0,0,0,0,37440,0,11915.7025,11915.7,0,0,Pre-Approval : Application Submitted,51607,
318,318,318,318,318,318,318,l4m3RAvJEpCM7ZcqYqG9,ESB-10263,Pre-Project,Application Information Requested,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,50.091038,-110.653618,64.1,Premium,Fixed - Open Rack,18.6,43,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340.2,0,20044.8,4899.84,0,24944.64,21427.2,5237.76,2900,29564.96,4340,4340,6236.16,4340,7391.24,4340,Pre-Project : Application Information Requested,80169.3,
319,319,319,319,319,319,319,l6b9PwRdMLiPs98TN0BQ,ESB-11507,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,50.717845,-112.062799,22.08,Standard,Fixed - Open Rack,8,35,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.85,0,37864,12672,2650,53186,0,0,0,0,4500,0,26593,4500,0,0,Pre-Approval : Application Submitted,30101.9,
320,320,320,320,320,320,320,lO8F73NwlYu2AyO7nwpV,ESB-10006,Payment,Incentive Approved,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,49.822577,-112.545282,49.28,Standard,Fixed - Open Rack,25,30,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.97,0,500,100,0,600,0,0,0,0,140,0,150,140,0,0,Payment : Incentive Approved,56850.5,
321,321,321,321,321,321,321,laIJUbR3FlKibuTqMMSa,ESB-11146,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,49.867926,-113.299971,18,Premium,Fixed - Roof Mount,25,15,128.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76,0,1134.1,351.12,0,1485.22,0,0,0,0,220,0,742.61,220,0,0,Pre-Approval : Application Submitted,18180.3,
322,322,322,322,322,322,322,laQUCJOSIxRuYhSD19Yp,ESB-11295,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,Expansion of an Existing System,0,51.097625,-115.361395,175.5,Standard,Fixed - Roof Mount,20,16,90180235270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76,0,1134.1,351.12,0,1485.22,0,0,0,0,220,0,742.61,220,0,0,Pre-Approval : Application Submitted,181450,azm
323,323,323,323,323,323,323,m9WvUJY1L0RcQXnQvAYw,ESB-10357,Pre-Approval,Application Submitted,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,New PV System,0,49.833985,-110.976912,13.5,Premium,Fixed - Roof Mount,26,37,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.54,0,2610,558,0,3168,0,0,0,0,0,0,0,250,0,0,Pre-Approval : Application Submitted,15261.3,
324,324,324,324,324,324,324,mGmztzg6fDKJG4KOZXvJ,ESB-10071,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,51.01,-114.06,175.5,Premium,Fixed - Roof Mount,13.3,18,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581.37,0,8268.05,3500,0,11768.05,0,0,0,0,3500,0,2942.0125,2942.01,0,0,Pre-Approval : Application Submitted,220343.1,
325,325,325,325,325,325,325,mKabCccwMMeI8Acjd3u7,ESB-10862,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,50.6783328,-111.9458706,284.8,Standard,Fixed - Open Rack,18,40,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.05,0,14245,4550,0,18795,0,0,0,0,2450,0,4698.75,2450,0,0,Pre-Approval : Application Submitted,346541.3,
326,326,326,326,326,326,326,mNV4O4DLZTPFtJnSDJ9L,ESB-11532,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,54.3318,-114.766,29.6,Standard,Fixed - Roof Mount,15,5,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783.75,0,15731,16589,0,32320,15731,16589,0,32320,0,0,0,15625,0,0,Pre-Approval : Application Submitted,25812.8,
327,327,327,327,327,327,327,md7E0OiYen9xeuOGgESC,ESB-11469,Pre-Project,Application Draft Under Review,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,New PV System,0,54.467098,-110.173571,14.43,Standard,Fixed - Roof Mount,15,30.3,160,6.497,2271.9,2947.4,4050.1,4814.9,5283.8,5358.5,5544.7,5179,4420.3,3498.9,2492.8,1785.8,47648.1,,392.44,0,44751,24056,4322,73129,44751,24056,4322,73129,18000,18000,18282.25,18000,18282.25,18000,Pre-Project : Application Draft Under Review,15869.7,
328,328,328,328,328,328,328,meb1uawednUbScP6eEzW,ESB-11095,Pre-Project,Application Information Requested,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,New Construction,New PV System,0,51.747681,-114.454904,14.1,Standard,Fixed - Open Rack,18,40,180,6.497,2271.9,2947.4,4050.1,4814.9,5283.8,5358.5,5544.7,5179,4420.3,3498.9,2492.8,1785.8,47648.1,,392.44,0,44751,24056,4322,73129,44751,24056,4322,73129,18000,18000,18282.25,18000,18282.25,18000,Pre-Project : Application Information Requested,16679,
329,329,329,329,329,329,329,mj7dhZ0RMXStxXgfHZSk,ESB-11476,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,49.971389,-111.2725,49.3,Premium,Fixed - Open Rack,25,30,180,0.06144,13,12,13,14,13,1674,4501,5582,2521,1500,15,11,15869,Solar for irrigation pivot,224.56,0,33247.73,11000,3125,47372.73,0,0,0,0,10300,0,11843.1825,10300,0,0,Pre-Approval : Application Submitted,55747.3,
330,330,330,330,330,330,330,mtkI7SsMvVylSgy12wi4,ESB-10383,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,50.9986144,-114.0517761,209.41,Standard,Fixed - Roof Mount,20,10,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.71,0,5406.72,1180,0,6586.72,0,0,0,0,1540,0,1646.68,1540,0,0,Pre-Approval : Application Submitted,223326.7,
331,331,331,331,331,331,331,mxRyXfTos7WfAjFaf7se,ESB-10778,Payment,Incentive Payment in Progress,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,New PV System,0,50.71791,-113.3519,12,Standard,Fixed - Open Rack,27.1,30,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.03,0,1443.16,2379.2,0,3822.36,0,0,0,0,240,0,955.59,240,0,0,Payment : Incentive Payment in Progress,12819.7,
332,332,332,332,332,332,332,n9bvE73Yc2M9szSfsddW,ESB-11387,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,52.23305,-113.608095,22.08,Standard,Fixed - Open Rack,8,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.08,0,58.5,37.5,0,96,0,0,0,0,3360,0,24,24,0,0,Pre-Approval : Application Submitted,28988.2,
333,333,333,333,333,333,333,nBsKtWyq4VVeCwabsKM1,ESB-10053,Post-Project,Application Under Review,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,52.45,113.74,80.1,Premium,Fixed - Roof Mount,18,16,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.42,0,22268.69,3647.16,0,25915.85,22268.69,3647.16,0,25915.85,2250,2250,12957.925,2250,12957.925,2250,Post-Project : Application Under Review,84383.6,Long
334,334,334,334,334,334,334,nDjl3xmdocxfRUrCNIJd,ESB-11181,Pre-Approval,Application Submitted,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,New PV System,0,49.46547,-111.33244,10.8,Premium,Fixed - Open Rack,25,30,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2823.1,0,183158,0,0,183158,0,0,0,0,60000,0,91579,60000,0,0,Pre-Approval : Application Submitted,12580.9,
335,335,335,335,335,335,335,nfR65Ii2Henf9B6bZAWv,ESB-11400,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,55.14,-118.83,61.2,Premium,Fixed - Roof Mount,11,20,180,0.068,4262,5843,10258,14765,15632,15244,16868,14504,11110,7957,4727,3830,125000,Traditional solar PV installation for a farm,1300.39,0,215867.34,55350.6,5535.06,276753,0,0,0,0,59645,0,69188.25,59645,0,0,Pre-Approval : Application Submitted,67426.6,
336,336,336,336,336,336,336,nk1F308TCvdSCUTgUakv,ESB-11419,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,55.18,-118.83,74.4,Premium,Fixed - Roof Mount,12,20,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.93,0,9594.2,0,0,9594.2,0,0,0,0,2800,0,2398.55,2398.55,0,0,Pre-Approval : Application Submitted,68285,
337,337,337,337,337,337,337,o1Ro0LE9SrHfmsCbwXmw,ESB-10485,Pre-Approval,Application Submitted,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,New Construction,New PV System,0,49.402995,-111.390255,12.8,Premium,Fixed - Roof Mount,25,14,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2657.7,0,64456,12000,0,76456,0,0,0,0,16000,0,19114,16000,0,0,Pre-Approval : Application Submitted,13494.3,
338,338,338,338,338,338,338,o2kKItYPPA0DLJpwOUth,ESB-11498,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,53.62,-113.64,61.2,Premium,Fixed - Roof Mount,11,10,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2657.7,0,64456,12000,0,76456,0,0,0,0,16000,0,19114,16000,0,0,Pre-Approval : Application Submitted,67512.9,
339,339,339,339,339,339,339,o3W5FdI7dvx1GIHIt30C,ESB-10167,Pre-Approval,Application Submitted,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,New PV System,0,50.4737,-113.23875,5.52,Standard,Fixed - Open Rack,8,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.89,0,405,747,85,1237,0,0,0,0,105,0,309.25,105,0,0,Pre-Approval : Application Submitted,7707.9,
340,340,340,340,340,340,340,o75Lhiwt189oBMKmSOCS,ESB-11515,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,53.5644,-110.3148,37.41,Standard,Fixed - Open Rack,12,35,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,275.02,141,5.94,421.96,0,0,0,0,24,0,105.49,24,0,0,Pre-Approval : Application Submitted,46525,
341,341,341,341,341,341,341,oQcDjul9tlRziu6kR98K,ESB-10025,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,50.99216,-114.04997,201.6,Standard,Fixed - Roof Mount,11.2,10,178,0.093,31,24,22,18,18,6240,17599,3877,3614,27,29,32,31531,345W solar modules,541.56,0,93501.9,21045.6,0,114547.5,0,0,0,0,24840,0,28636.875,24840,0,0,Pre-Approval : Application Submitted,238942.1,
342,342,342,342,342,342,342,od0uZDZ7TUnO1PIZUg56,ESB-11486,Payment,Incentive Approved,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,53.37795,-113.5068,81.6,Premium,Fixed - Roof Mount,38.9,15,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.18,0,528,671,0,1199,528,671,0,1199,140,140,299.75,140,299.75,140,Payment : Incentive Approved,63219.6,
343,343,343,343,343,343,343,ofcLQI6x0oSrpVXNv2dZ,ESB-11338,Payment,Incentive Recommendation Approval Pending,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,49.736085,-112.55527,170.88,Standard,Fixed - Open Rack,25,30,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.73,0,105.12,25,0,130.12,0,0,0,0,1400,0,65.06,65.06,0,0,Payment : Incentive Recommendation Approval Pending,197365.6,
344,344,344,344,344,344,344,oqLLrDzYPk9GHp3GNmd2,ESB-10049,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,51.07159,-113.99309,85.5,Standard,Fixed - Roof Mount,13,10,178,0.093,31,24,22,18,18,6240,17599,3877,3614,27,29,32,31531,345W solar modules,541.56,0,93501.9,21045.6,0,114547.5,0,0,0,0,24840,0,28636.875,24840,0,0,Pre-Approval : Application Submitted,97536.4,
345,345,345,345,345,345,345,p5b9Rtjqzkb9BVXqicI5,ESB-10423,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,51.6966,-114.7162,16.56,Standard,Fixed - Open Rack,8,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97,0,225,150,0,375,0,0,0,0,60,0,93.75,60,0,0,Pre-Approval : Application Submitted,22185.9,
346,346,346,346,346,346,346,pKhUKssfDsWPrA48LHp9,ESB-10409,Payment,Incentive Payment in Progress,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,50.586356,-113.376142,18.36,Premium,Fixed - Roof Mount,13.3,41,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.98,0,14641.88,3439.5,300,18381.38,0,0,0,0,2375,0,4595.345,2375,0,0,Payment : Incentive Payment in Progress,23955.2,
347,347,347,347,347,347,347,pN3y9EBzD8QTNKCFRFQW,ESB-11307,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,49.879611,-111.393292,22.08,Standard,Fixed - Open Rack,8,35,180,0.067,8308,4249,3715,3832,2292,2001,1647,1549,1639,2260,3288,4647,39427,,296.51,0,40000,4610,1500,46110,0,0,0,0,13600,0,11527.5,11527.5,0,0,Pre-Approval : Application Submitted,31120.2,
348,348,348,348,348,348,348,pQo3GHf5Mg3ATcMNSh2r,ESB-11487,Post-Project,Application Under Review,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,57.147312,-117.506925,24.64,Standard,Fixed - Open Rack,13,30,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43,0,560,705,0,1265,560,705,0,1265,160,160,316.25,160,316.25,160,Post-Project : Application Under Review,25591.9,
349,349,349,349,349,349,349,pTU22OtFUGqbhbtJRyq3,ESB-10112,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,55.26172,-118.79179,88,Premium,Fixed - Roof Mount,48.2,15,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.9,0,1904.9,1220,940,4064.9,0,0,0,0,560,0,1016.23,560,0,0,Pre-Approval : Application Submitted,46293.5,
350,350,350,350,350,350,350,pUC9MET5CxXSrBuMw9AE,ESB-10868,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,50.62972907,-111.8980582,26.7,Standard,Fixed - Open Rack,18,40,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.9,0,1904.9,1220,940,4064.9,0,0,0,0,560,0,1016.23,560,0,0,Pre-Approval : Application Submitted,33188.5,
351,351,351,351,351,351,351,pUzXMSiOZBy6kgpzsH1j,ESB-11530,Pre-Project,Application Draft Under Review,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,50.6669,-113.9739,16,Standard,Fixed - Roof Mount,15,14,180,0.089,2290,3300,1050,1200,1190,1150,1170,1150,1164,1300,1520,1746,18230,345W solar modules,180.52,0,31452.3,6415.2,0,37867.5,0,0,0,0,8280,0,9466.875,8280,0,0,Pre-Project : Application Draft Under Review,17866.6,
352,352,352,352,352,352,352,ppNo4YXkUpkxl1hgjUxx,ESB-10915,Post-Project,QA/QC In Progress,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,49.818197,-112.151078,224.28,Standard,Fixed - Open Rack,25.1,30,180,0.067,8308,4249,3715,3832,2292,2001,1647,1549,1639,2260,3288,4647,39427,,296.51,0,40000,4610,1500,46110,0,0,0,0,13600,0,11527.5,11527.5,0,0,Post-Project : QA/QC In Progress,256149.9,
353,353,353,353,353,353,353,pqSadYFjPsQtcCMmOu6W,ESB-10867,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,50.57982436,-111.9450786,26.7,Standard,Fixed - Open Rack,18,40,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43,0,560,705,0,1265,560,705,0,1265,160,160,316.25,160,316.25,160,Pre-Approval : Application Submitted,32870.1,
354,354,354,354,354,354,354,pr97vAsGDGO1xJuBYyxI,ESB-11533,Pre-Project,Application Information Requested,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,54.008,-113.7607,18.27,Standard,Fixed - Open Rack,15,30,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43,0,560,705,0,1265,560,705,0,1265,160,160,316.25,160,316.25,160,Pre-Project : Application Information Requested,20853.2,
355,355,355,355,355,355,355,q3usswEkdBX2lhqcwWhp,ESB-10145,Pre-Approval,Application Submitted,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,New PV System,0,51.09277621,-114.0427486,12.015,Standard,Fixed - Roof Mount,18,10,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,0,3118.06,1225.73,0,4343.79,0,0,0,0,120,0,1085.9475,120,0,0,Pre-Approval : Application Submitted,12656.8,
